Name,Email,Category,Description,Instagram,Facebook,Twitter,Website,URL
RAG (ICSM),icsm.rag@imperial.ac.uk,ICSM,CSP Chair / President,https://www.instagram.com/icsm_rag,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/rag-icsm
Rail and Transport,icrs@imperial.ac.uk,Community,"At Imperial College Rail and Transport Society (ICRTS), we are committed to providing unique and captivating transport-themed events and bringing people closer together by connecting with other societies and professionals. Throughout the year, you will enjoy exciting opportunities to: Our annual volunteer weekend at the Ffestiniog and Welsh Highland Railway is a once-in-a-lifetime experience you cannot miss, getting hands-on engineering experience maintaining a working railway and establishing c",https://www.instagram.com/railandtransport,https://www.facebook.com/ic.railway.transport,https://twitter.com/icunion,https://www.discord.gg/https://discord.gg/VYrHqMvZ,https://www.imperialcollegeunion.org/activities/a-to-z/rail-and-transport
RCS Motor Club,rcsmc@imperial.ac.uk,Outdoor,"If you're inclined to get up to your elbows in oil then you're more than welcome to help with repairs - you don't need to be mechanically minded, experienced or even skilled to help, simply turn up at the garage and we'll show you the ropes! Whether it's joyriding and exploring, greasing and oiling, camping and traveling or just generally making merry out and about in London, drop us an email or follow the sound of Jez's bell - I promise you won't regret it! CSP Chair / President",https://www.instagram.com/jezebel_dennis,https://www.facebook.com/jezebel.dennis/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/rcs-motor-club
Remote Medicine Society,Remotemed@imperial.ac.uk,ICSM,CSP Chair / President,https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/remote-medicine-society
Respiratory Medicine,icsmrespmedsociety@imperial.ac.uk,ICSM,CSP Chair / President CSP Vice Chair / President Communications / Publications Officer,https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/respiratory-medicine
Riding & Polo,riding@imperial.ac.uk,Sports,"On top of weekly training, we host several events throughout the year popular with all our members, including Christmas Pony Games, trips to equestrian events like Olympia Horse Show, Badminton Horse Trials, Royal Ascot, and plenty of dinner and bar socials too! We are also already planning another Easter weekend tour riding on the beaches of Portugal. Come and visit us at Freshers' Fair, or ask us questions via email or social media! CSP Chair / President CSP Vice Chair / President",https://www.instagram.com/icunion/,https://www.facebook.com/groups/142343272480363/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/riding-polo
Rifle & Pistol,icrpc@imperial.ac.uk,Sports,"We shoot every Wednesday and some Saturdays at our indoor range based in the City. Built in 2013, it is one of the nicest ranges in London and caters to 25 yd smallbore target rifle, gallery rifle, and 10 m air pistol. The range has a clubroom with wi-fi, making it a great place to socialise after shooting, and is also fully accessible. Trips to the National Shooting Centre, Bisley, occur 2-3 times a term, giving members the opportunity to shoot fullbore at distances from 100 to 1000 yards. We a",https://www.instagram.com/icrifleandpistol,https://www.facebook.com/rifleandpistol/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/rifle-pistol
Right to Play,icu-right-to-play@imperial.ac.uk,Community,CSP Chair / President CSP Vice Chair / President Communications / Publications Officer,https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/right-to-play
Robotics,icrobotics@imperial.ac.uk,Community,"Imperial College Robotics Society (ICRS) ICRS is Imperial’s home for robotics, making, and creative engineering. We provide a dedicated lab space (EEE 505) where students can design, prototype, and experiment with their own projects. With 3D printers, a laser cutter, soldering stations, and access to components, the lab is set up for everything from quick prototypes to ambitious builds.Whether you’re completely new to robotics or already working on complex projects, ICRS is a place to learn new ",https://www.instagram.com/icrobotics,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.discord.gg/3YKPjgskS3,https://www.imperialcollegeunion.org/activities/a-to-z/robotics
Robotics Academy,roboticsacademy@imperial.ac.uk,Community,"Membership is open to students from any faculty (not just engineering) and everyone is welcome. No prior experience in programming or robotics is required. If you have any questions, contact us at RoboticsAcademy@imperial.ac.uk CSP Chair / President",https://www.instagram.com/icunion/,https://www.facebook.com/ICRoboticsAcademy/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/robotics-academy
Romanian,romanian@imperial.ac.uk,Cultural,"Whether you are Elena Gheorghe’s #1 fan or are yet to become one, whether you already speak Romanian or would just like to learn more about our culture, you are more than welcome to join! ICRoSoc's main aim is to create a familiar atmosphere and to organise and promote cultural, social and professional events within London, contributing to the students' experience throughout University. To make sure you are the first to know about our upcoming events, follow our Instagram page and join our Whats",https://www.instagram.com/imperialrosoc,https://www.facebook.com/groups/245536042155779/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/romanian
Rugby - Mens,rugby@imperial.ac.uk,Sports,"If you’re a new Imperial student (undergraduate or postgraduate), get in touch via email or Instagram and we’ll let you know all the information you need to get started. We have training sessions, run by our two coaches, on Monday nights at Old Deer Park in Richmond, home of ex-Premiership London Welsh RFC. We play matches on Wednesday afternoons, with our home ground being Imperial’s Harlington Sports Ground. Forwards are also invited to attend dedicated lineout sessions on Tuesday mornings bef",https://www.instagram.com/ic_rugby,https://www.facebook.com/icurfc,https://www.twitter.com/icurfc,http://www.thecityvarsity.co.uk/,https://www.imperialcollegeunion.org/activities/a-to-z/rugby-mens
Rugby - Mens (Imperial Medicals),medics.rugby@imperial.ac.uk,Sports,"Our club traces its roots back to 1865, where the first of our constituent members, St Marys Hospital RFC was formed. In 1874, they played in the first ever United Hospitals Cup - the oldest rugby cup competition in the world, and one of the first ever official competitions to be played with 15 players on each side. IMRFC has two performance teams, the 1st XV playing in BUCS South East 2B and the 2nd XV playing in BUCS South East 4B. We also have provision for development of new players, who are",https://www.instagram.com/icsmrugby,https://www.facebook.com/imrfc,https://www.twitter.com/imrfc,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/rugby-mens-imperial-medicals
Rugby - Womens,ladiesrugby@imperial.ac.uk,Sports,"Rugby is easy to pick up and play without any previous experience. In fact, most of the squad had never played rugby before coming to Imperial! Matches are played on Wednesday afternoons, with training on Tuesday and Thursday evenings. And in 2022/23 we were Imperial's Team of the Year!! We excel both on and off the pitch as a famously sociable and friendly bunch. Our weekly socials include pubs, games, dinners and amazing fancy dress. We also love to tour and usually put on 2 very affordable to",https://www.instagram.com/imperialwomensrugby,https://www.facebook.com/ImperialWomensRugby/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/rugby-womens
Russian Speaking,russian@imperial.ac.uk,Cultural,"We aim to cater to both native Russian speakers, as well as to promote inclusiveness for students interested in the language and a diverse culture of Russian-speaking world, through a range of activities including social events, industry networking events, sport games and many more. Facebook: Imperial College Russian Speaking Society Email: russian@imperial.ac.uk CSP Chair / President CSP Vice Chair / President Communications / Publications Officer Events / Trips Officer",https://www.instagram.com/iclruss,https://www.facebook.com/groups/iclruss,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/russian-speaking
Sailing,sailing@imperial.ac.uk,Sports,"Last year the Imperial team competed at BUSA, getting two teams into Finals, as well as attending competitions in the London area and at Oxford, Cambridge, Reading and other universities. We sail at the renowned Queen Mary Reservoir, known for its high level sailing, offering us the opportunity to train alongside other experienced alumni teams! All members have access to club boats so you can sail whenever you want, should you want to escape the busy London life once a while. Furthermore, we hos",https://www.instagram.com/imperial_sailing,https://www.facebook.com/imperialcollegesailing,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/sailing
Saudi,union@imperial.ac.uk,Cultural,"Our Vision: to support members to meet their full potential and make a positive impact within their own lives and communities. Our Mission: to excel in carrying out our responsibilities by offering academic and social tools to enrich members' experience. 1) Support Imperial's current and prospective students and liaise with alumni. 2) Integrate with societies in and outside imperial. 3) Promote a positive recognition of the advancement of Saudi Arabia in science and technology; as well, showcase",https://www.instagram.com/imperialsaudisociety,https://www.facebook.com/imperialcollegeunion,https://www.twitter.com/ImperialSaudi,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/saudi
Science Fiction and Fantasy,icsf@imperial.ac.uk,Hobbies,"Join our WhatsApp group and Discord Server, and follow us on Instagram @imperial_scifi for details & announcements. We run our own lending library, open weekday lunchtimes and plenty of other times besides, which also functions as a social space with a TV/Blu-ray player. Our collection contains 10,000 books, 3000+ DVDs and 600+ graphic novels and counting, and is always expanding by member requests, so if we don't have something you're interested in, join up and tell us all about how fantastic i",https://www.instagram.com/imperial_scifi,https://www.facebook.com/groups/ICSF.Imperial/,https://www.twitter.com/Imperial_SciFi,https://chat.whatsapp.com/HocI1nwMFJd8GWuvxGzrrF,https://www.imperialcollegeunion.org/activities/a-to-z/science-fiction-and-fantasy
SCUBA (Underwater) Club,scuba@imperial.ac.uk,Outdoor,"We are a BSAC (British Sub-Aqua Club) branch, so we can teach you BSAC’s internationally recognised diver qualifications. All our instructors are (qualified!) volunteers and we own mountains of kit for hire (and three beautiful boats), so our courses are a fraction the cost of training elsewhere! We offer training to all skills levels, from beginner right through to technical training. We also welcome divers with non-BSAC qualifications to cross over and continue to learn with us! In addition to",https://www.instagram.com/icuc_scuba,https://www.facebook.com/groups/2213175393/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/scuba-underwater-club
Sea Shanty,seashanty@imperial.ac.uk,Hobbies,"Sea Shanty society is Imperial's premier society for pirate enthusiasts, sea shanty fans, those who enjoy singing but wish not to be in the choir, or sea shantying pirates who wish not to be in the choir! We be having no audition process and no deadlines. We only provide the classic shanties and a lovely Crew of shipmates to sing them with. Our classic weekly meetups see us practicing our favourite shanties and always trying something new. We also occasionally set sail for other socials, such as",https://www.instagram.com/imperial.sea.shanty,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/sea-shanty
Sexpression,union@imperial.ac.uk,Community,"Joining this society is a great opportunity for you to gain INVALUABLE teaching experience that will improve your communication skills and help make a difference to the way that sex education is taught in the UK. ALL the training you need is provided by us – no prior knowledge required! In addition to workshops, Sexpression runs events regarding sexual health and wellbeing -check out our social medias for details! JOIN OUR MAILING LIST FOR UPDATES!: tinyurl.com/sexpressionICL CSP Chair / Preside",https://www.instagram.com/ic.sexpression,https://www.facebook.com/SexpressionICL/,https://www.twitter.com/sexpressionICL,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/sexpression
Shorinji Kempo,shorinji@imperial.ac.uk,Sports,"Every week we learn both striking (punches, kicks, hits to pressure points) and throwing techniques (grab release, takedowns, etc.). We practice in a variety of forms: single-form, pair-form, free-form sparring, and choreographed movements (kata or embu). We also meditate every session. We are part of the British Shorinji Kempo Federation (BSKF). Join us to be part of the friendly, close-knit, and supportive UK Kempo community and make great friends! We are part of the British Shorinji Kempo Fed",https://www.instagram.com/ic_kempo,https://www.facebook.com/icusk/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/shorinji-kempo
Sign Language,signsociety@imperial.ac.uk,Academic Related,"Imperial College Sign Language Society is committed to raising more awareness about BSL with students and bridging the gap between the Deaf and hearing communities. We have 2 hour meetings on Thursdays, with more information on Instagram! We also host a range of events; from theatre visits, to interUni collabs, to attending City Lit Deaf Day. Become a member today to learn to sign and join in on all the fun! We hope to see you soon! CSP Chair / President Events / Trips Officer",https://www.instagram.com/imperialsignsoc,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/sign-language
Sikh,sikh@imperial.ac.uk,Community,"We are here to share the teachings of Sikhi and make your university experience more enriching and enjoyable. Our society offers a supportive and friendly environment, providing an excellent opportunity to connect with new people through a variety of events. In collaboration with the Nishaan organization, we also host inter-university events, giving you a chance to network with students across London. These include Games Nights, Kirtan Darbaars, Ice-Skating, and much more! Whether you're Sikh or",https://www.instagram.com/imperialsikhsoc,https://www.facebook.com/imperialsikhsoc/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/sikh
Singapore,singapore@imperial.ac.uk,Cultural,"Imperial College Singapore Society (ICSS) has a range of social events, sports and lots of fun-filled activities for you to enjoy, be it to get together with your fellow Singaporeans or to celebrate events that you would normally have in Singapore. From enjoying delicious food, to celebrating our multi-cultural society, to forming life-long friendships, ICSS has a place for everyone wanting to celebrate and embrace being Singaporean. For our non-Singaporean friends, we also welcome you to discov",https://www.instagram.com/icsingsoc,https://www.facebook.com/imperial.singsoc/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/singapore
Skate Society,skate@imperial.ac.uk,Hobbies,"The club for skaters from beginner to pro - roller hockey, slalom, ice, indoor and outdoor. SkateSoc is Imperial's club for roller-skaters and ice-skaters, both beginner and expert. We can teach people to skate up to almost any level, including slalom, hockey, jumps, slides, speed and figure skating. We can get you to the standard to join lots of other skaters on the famous London (easy) Saturday Skate, Sunday Stroll or Friday Night Skate as well as our socials that include roller and ice-discos",https://www.instagram.com/icskatesociety,https://www.facebook.com/groups/ICskatesoc/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/skate-society
Skydiving,skydive@imperial.ac.uk,Outdoor,"We are here to get you involved in one of the most exciting sports you will ever have the chance of doing at Imperial. Do you think you have the courage to jump from an aircraft 15,000 feet high, grinning as you perform acrobatics at a speed of 120mph? Are you interested in learning how to control the flow of air past your body so you can fly yourself like a free bird? If so, join us on the adventure of a lifetime, skydiving around the UK, the world, and much more! CSP Chair / President CSP Chai",https://www.instagram.com/icskydiving,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/skydiving
Snooker & Pool,snooker@imperial.ac.uk,Hobbies,"Great socials, great people, and great potting! Whether you're completely new to cue sports or an experienced player, our club welcomes everyone. We have two full-size, top-quality snooker tables available for members to play from 9am to 11pm everyday, including weekends and throughout the Summer.Our club offers so much more than just access to snooker tables. We host fortnightly socials, including American/English pool events, and fun snooker competitions like shootouts, doubles, and 6 reds. We",https://www.instagram.com/imperialsnookerandpool,https://www.facebook.com/ICUSnooker,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/snooker-pool
Snowsports,ski@imperial.ac.uk,Sports,CSP Chair / President Events / Trips Officer Events / Trips Officer,https://www.instagram.com/ImperialSnowsports,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/snowsports
Society of Research and Academia,sora@imperial.ac.uk,ICSM,"We are here to develop a network of students interested and passionate about biomedical research and academic medicine, promote student participation in research throughout all years of your studies, and help you build your CV for your future career. Our key events include: For the academic year of 2024/25, we have much more lined up, so stay up to date with what we are up to via our Instagram page and mailing list (linktr.ee/ism.sora)! CSP Chair / President Communications / Publications Officer",https://www.instagram.com/icsm.sora,https://www.facebook.com/imperialcollegeunion,https://www.twitter.com/icsmSORA,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/society-of-research-and-academia
Somali Society,somalisoc@imperial.ac.uk,Cultural,"Welcome to Imperial Somali Society, a newly-founded home for those who are Somali or interested in learning and celebrating the Somali culture! This year, we plan to bring SomSoc to life with events to introduce you to fellow Somali students, keep you in contact with people to support you during your time at uni and get to learn more about our people and culture. We hope to see you there! We are committed to forming a presence at Imperial, forming a family-like community that focuses on helping ",https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/somali-society
Soup Run,souprun@imperial.ac.uk,Community,"One hundred homeless people benefit from our help every week. In addition to distributing food and hot beverages to those in need, we also have friendly, non-judgemental conversations with them when we talk about anything and everything. In some cases you may be the first person they've talked to for a whole day! Soup Run is much more than just giving out material things - we meet and interact with a variety of people in need that range from rough sleepers to people who have lost their job or ar",https://www.instagram.com/icsouprun,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/soup-run
South Asian Society,sthasian@imperial.ac.uk,Cultural,"We will start the year out with our 'Meet and Greet' in which students can meet our committee as well as other students. Our bowling, crazy golf and games nights will allow you to get to know new people and get into the competitive spirit, whilst our shisha nights and dinner gatherings are the perfect ways to unwind after stressful days. In South Asian Society we want to create a 'home from home'; our 'Asoc families' scheme will give you the opportunity to meet like-minded students from differen",https://www.instagram.com/ic.asoc,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/south-asian-society
Southern African Society,union@imperial.ac.uk,Cultural,CSP Chair / President,https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/southern-african-society
Space Society,sseti@imperial.ac.uk,Academic Related,CSP Chair / President,https://www.instagram.com/ic_space_society,https://www.facebook.com/imperialcollegeunion,https://www.twitter.com/ICSpaceSoc,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/space-society
Spanish,spanish@imperial.ac.uk,Cultural,"It is our gusto, as the official Spanish Society at Imperial College, to welcome you to a close-knit community of Spanish (and Spanish-speaking) students, as well as the main hub of Spanish culture promotion amongst all other students. We enjoy living Spanish culture along the lines of its founding values; familiarity, solidarity and determined optimism. With activities ranging from organised Reggaeton club outings, to Tapas nights, from an intra-societal football league to Mus tournaments, we o",https://www.instagram.com/iclspanishsociety,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/spanish
Sports & Exercise Medicine,semsoc@imperial.ac.uk,ICSM,Contact us at: semsoc@ic.ac.uk Find out more on our Instagram: @icsm_semsoc CSP Chair / President CSP Chair / President Communications / Publications Officer,https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/sports-exercise-medicine
Sports (Silwood),silsports@imperial.ac.uk,Sports,No description available,https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/sports-silwood
Squash,squash@imperial.ac.uk,Sports,"The club has access to two courts at Ethos, South Kensington, only a 2 minute walk away from uni. We offer coaching to all levels from beginners to county standard players. We also offer courts on weekends and some weekdays to have a hit with your fellow squashers. For the competitively inclined, the club has 3 Men's teams and 2 Women's teams which successfully compete in the top LUSL and BUCS leagues. As one of the biggest social clubs at Imperial we hold a large range of subsidised events such",https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/squash
Squash (ICSM),medics.squash@imperial.ac.uk,Sports,"As the only medical school in London with its own squash club, we take pride in our rich tradition and vibrant community. We practice multiple times a week at Ethos Sports Centre and Charing Cross Sports Centre, conveniently located near the Charing Cross campus. Our sessions are tailored to fit the demanding schedules of medical students, ensuring you can balance both your academic and athletic pursuits. Whether you’re a complete beginner or a seasoned pro, we have specialized training sessions",https://www.instagram.com/icsm_squash,https://www.facebook.com/icsmsquash,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/squash-icsm
Sri Lankan,srilanka@imperial.ac.uk,Cultural,"A close-knit family more than a “society”, the IC Sri Lankan Society was founded over 30 years ago. We are one of the oldest, most successful of all societies, managing the 2nd largest budget at Imperial College Union. Our goal is to bring the vibrancy, diversity & warmth of Sri Lankan culture to Imperial, and to the UK. Our flagship event “Sapphire” (fb.com/ICsapphire) is the largest Lankan event in the UK! A dinner dance that attracts over 1000 guests from across the country to enjoy authentic",https://www.instagram.com/icslsoc,https://www.facebook.com/ICslsoc,https://www.twitter.com/icslsoc,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/sri-lankan
STEM Muslims Society,union@imperial.ac.uk,Community,"We're a network of Muslim STEM students at Imperial, dedicated to academic and professional growth while fostering a strong, values-driven community rooted in Islam — shaping the leaders of tomorrow. Careers Fairs, Hackathons, Exciting Speaker Talks, Networking - we do everything, everyone is welcome to join us and we hope to support you through your academic and career journey and help you achieve success in your goals. We collaborate with so many universities and societies and have many link w",https://www.instagram.com/stem.muslims,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/stem-muslims-society
String Ensemble,icse@imperial.ac.uk,Arts & Entertainment,"Imperial College String Ensemble is dedicated to performing the extensive and diverse repertoire composed just for strings. Our musical director is Chris Braime, who helped found the society back in 2004 from talented string players who wanted the more intimate experience of a string ensemble. As Imperial College's only ensemble just for string players, we offer a very different experience to the symphony orchestras. Rehearsals are relaxed with light refreshments, but the music is always fun and",https://www.instagram.com/icstringensemble,https://www.facebook.com/ImperialCollegeStringEnsemble,https://www.twitter.com/ICStrings,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/string-ensemble
Students for Global Health,icmedsin@imperial.ac.uk,ICSM,"We work with national and international teams to create policies about the topics we are passionate about, whether it be mental health, access to medicines or climate change. There are opportunities to work with government departments, attend international conferences and attend the World Health Assembly. Working closely with allied organisations, we work to raise awareness and create change in the topics we are passionate about. This can include anything from petitions to fundraisers to direct ",https://www.instagram.com/ic_sfgh,https://www.facebook.com/SfGHImperial/,https://www.twitter.com/new_ic_sfgh,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/students-for-global-health
Sudanese Society,union@imperial.ac.uk,Cultural,CSP Chair / President,https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/sudanese-society
Surf,surf@imperial.ac.uk,Outdoor,"Imagine trading in your textbooks for a surfboard, your lecture halls for sandy shores, and your coffee breaks for catching the perfect wave. Whether you're a seasoned shredder or a wave rookie, Imperial College Surf Society is here to welcome all riders, beach bums, and water wanderers! During term time, we escape the hustle and bustle of the city on the weekends and head down to the mesmerizing coastal beauty of Cornwall, where the waves are as inviting as the local pasties. But that's not all",https://www.instagram.com/icsurfsoc,https://www.facebook.com/groups/245499828829669/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/surf
Surgical,surgical.soc@imperial.ac.uk,ICSM,"ICSM Surgical Society was established in 2005 with one key mission: to bring YOU closer to extracurricular surgical training. Formally affiliated with the Royal College of Surgeons, we have since gone on to win the President’s Award (2008) and were highly commended by the Royal College of Surgeons of Edinburgh (2012). What can the society do for you? We are keen to provide members with valuable exam-orientated revision sessions covering anatomy, core surgical topics, practical exam preparation a",https://www.instagram.com/icunion/,https://www.facebook.com/ICSMSurgicalSociety,https://www.twitter.com/ICSMSurgicalSoc,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/surgical
SwiftSoc,Swiftsoc@imperial.ac.uk,Hobbies,"We hope to have socials and listening parties and a group chat to theorise about Easter eggs! It doesn't matter if you are a new Swiftie or if you've been a fan since her Tim McGraw days, whether you are more of a Folkmore fan or a 1989 pop fan, we can't wait to meet you! We also do celebrate all of the sister fandoms so come along if you're a Harry Styles fan, or enjoy girl in red, Phoebe Bridgers, Olivia Rodrigo, Conan Grey, Selena Gomez and all the rest! https://linktr.ee/icswiftsoc Our LinkT",https://www.instagram.com/icswiftsoc,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/swiftsoc
Swim and Waterpolo,swimming@imperial.ac.uk,Sports,"We have 4 Swimming and 4 Waterpolo sessions every week. All sessions in the pool are led by our professional coaches! Our members range from beginners to athletes competing internationally, so provided you’re confident swimming unaided, we've got something for you! With more training, friendly members and social events than you could ever need, ICSWP is a club you will find your home in. If you're looking to improve your technique, we can help you learn a new stroke or perfect your shot. You can",https://www.instagram.com/https://www.instagram.com/icswp/,https://www.facebook.com/https://www.facebook.com/groups/icswp/,https://twitter.com/icunion,https://www.tiktok.com/@ic_swp,https://www.imperialcollegeunion.org/activities/a-to-z/swim-and-waterpolo
Swiss,swisssoci@imperial.ac.uk,Cultural,CSP Chair / President,https://www.instagram.com/icunion/,https://www.facebook.com/ICSwissSoc/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/swiss
