Priority,Relevance Score,Name,Email,Category,Target Audience,Suggested Approach,Reasoning,URL
LOW,3,Badminton (RSM),rsm.badminton@imperial.ac.uk,Sports,Sports enthusiasts; RSM students,Focus outreach on major RSM-wide events.,Badminton (RSM) is primarily for RSM students.,https://www.imperialcollegeunion.org/activities/a-to-z/badminton-rsm
LOW,3,Believer's Loveworld,BelieversLoveWorldSoc@imperial.ac.uk,Community,Religious students; Community members,Unlikely to be a good fit for LSN's goals.,Believer's Loveworld is a religious group with mostly closed internal events.,https://www.imperialcollegeunion.org/activities/a-to-z/believers-loveworld
LOW,3,BiomED,biomedsoc@imperial.ac.uk,Academic Related,Science students,Unlikely to be a good fit.,BiomED has no useful information to extract and is unlikely to be a good fit.,https://www.imperialcollegeunion.org/activities/a-to-z/biomed
LOW,3,BioMedical,bmssoc@imperial.ac.uk,ICSM,Science students,Unlikely to be a good fit.,BioMedical has no useful information to extract and is unlikely to be a good fit.,https://www.imperialcollegeunion.org/activities/a-to-z/biomedical
LOW,3,Botanical,union@imperial.ac.uk,Hobbies,Hobbyists,Unlikely to be a good fit.,Botanical has no useful information to extract and is unlikely to be a good fit.,https://www.imperialcollegeunion.org/activities/a-to-z/botanical
LOW,3,Buddhist,buddhist@imperial.ac.uk,Community,Religious students; Community members,Unlikely to be a good fit for LSN's goals.,Buddhist Society is primarily internally focused on meditation and religious practice.,https://www.imperialcollegeunion.org/activities/a-to-z/buddhist
LOW,3,Christian Medical Fellowship,medics.cmf@imperial.ac.uk,ICSM,Medical students; Religious students,Identify events with a broader appeal beyond Christian medical students.,"Christian Medical Fellowship is tailored to medical students, although general talks could be useful.",https://www.imperialcollegeunion.org/activities/a-to-z/christian-medical-fellowship
LOW,3,Dermatology (ICSM),dermatology.society@imperial.ac.uk,ICSM,Medical students,Focus on career talks only.,Dermatology is specific to med.,https://www.imperialcollegeunion.org/activities/a-to-z/dermatology-icsm
LOW,3,Doctorpreneurs,doctorpreneurs@imperial.ac.uk,ICSM,Medical students,Conference only.,Networking limited.,https://www.imperialcollegeunion.org/activities/a-to-z/doctorpreneurs
LOW,3,EFDS Soc,union@imperial.ac.uk,Departmental,Departmental students,Acknowledge their departmental focus but inquire about any events open to all students.,"EFDS Soc is departmental and thus not likely to have cross-university appeal, focusing primarily on its department.",https://www.imperialcollegeunion.org/activities/a-to-z/efds-soc
LOW,3,Endocrinology,endosoc@imperial.ac.uk,ICSM,Medical students,Check if they have any public health campaigns suitable for wider audiences.,"Endocrinology is very niche and medically specific, limiting potential appeal to students outside of the medical school.",https://www.imperialcollegeunion.org/activities/a-to-z/endocrinology
LOW,3,ENT ( Ear Nose and Throat) Society,ENTsoc@imperial.ac.uk,ICSM,Medical students,Inquire about any general awareness campaigns suitable for wider audiences.,ENT Society is medically specific and targeted primarily at medical students interested in that specialization.,https://www.imperialcollegeunion.org/activities/a-to-z/ent-ear-nose-and-throat-society
LOW,3,Forensics and Criminology,union@imperial.ac.uk,Academic Related,Academic students,Acknowledge their departmental focus but inquire about any events open to all students.,"Forensics and Criminology is academically related, and is not likely to attract students outside of their field.",https://www.imperialcollegeunion.org/activities/a-to-z/forensics-and-criminology
LOW,3,Gastroenterology & Hepatology,gastroenterology.hepatology@imperial.ac.uk,ICSM,Medical students,Inquire about any general awareness campaigns suitable for wider audiences.,Gastroenterology & Hepatology is medically specific and targeted primarily at medical students interested in that specialization.,https://www.imperialcollegeunion.org/activities/a-to-z/gastroenterology-hepatology
LOW,3,Gazette,icsm-gazette@imperial.ac.uk,ICSM,Medical students,Check if they would like to promote their events.,"The ICSM Gazette primarily caters to alumni and current students of the medical school, limiting its appeal to others.",https://www.imperialcollegeunion.org/activities/a-to-z/gazette
LOW,3,General Practice (ICSM),icsm.gpsoc@imperial.ac.uk,Academic Related,Medical students,Inquire about any general awareness campaigns suitable for wider audiences.,General Practice is medically specific and targeted primarily at medical students interested in that specialization.,https://www.imperialcollegeunion.org/activities/a-to-z/general-practice-icsm
LOW,3,Haematology Society,Haematology@imperial.ac.uk,ICSM,Medical students,Inquire about any general awareness campaigns suitable for wider audiences.,Haematology Society is medically specific and targeted primarily at medical students interested in that specialization.,https://www.imperialcollegeunion.org/activities/a-to-z/haematology-society
LOW,3,Immunology,ICSMSU.Immunology@imperial.ac.uk,ICSM,Medical students; Science enthusiasts,Determine if they host any public health events or workshops that could be promoted to a wider science-interested audience.,Immunology Society seems specific to ICSM and may not have events appealing to a broader audience.,https://www.imperialcollegeunion.org/activities/a-to-z/immunology
LOW,3,Imperial College Communists,marxistsoc@imperial.ac.uk,Community,Political science students,Consider whether they organize any public debates or discussions that might attract students from other political societies.,Imperial College Communists is unlikely to have broad appeal beyond those already interested in communism.,https://www.imperialcollegeunion.org/activities/a-to-z/imperial-college-communists
LOW,3,Mechanical Engineering,guilds.mechsoc@imperial.ac.uk,Departmental,Engineering students,Inquire if they host any career events or workshops open to other engineering students.,Mechanical Engineering societies are typically focused internally on course-specific information.,https://www.imperialcollegeunion.org/activities/a-to-z/mechanical-engineering
LOW,3,Muslim Medics,muslimmedics@imperial.ac.uk,ICSM,Medical students,Check if they have any outreach events or workshops that might benefit other Muslim students.,Muslim Medics will only target medical students at Imperial.,https://www.imperialcollegeunion.org/activities/a-to-z/muslim-medics
LOW,3,Neurotechnology,Neurotechnologysoc@imperial.ac.uk,Academic Related,Medical students; Tech enthusiasts,Determine if they have any public events or workshops that might benefit other students.,"Neurotechnology is related to Neuro, but mostly internal activities.",https://www.imperialcollegeunion.org/activities/a-to-z/neurotechnology
LOW,3,Orthopaedics Society,orthosoc@imperial.ac.uk,ICSM,Medical students; Engineering students,Inquire on the type of student they would like to target.,"Orthopaedics Society, while targeting medical and non-medical students, is a career society.",https://www.imperialcollegeunion.org/activities/a-to-z/orthopaedics-society
LOW,3,Rugby - Mens,rugby@imperial.ac.uk,Sports,Sports students,Ask if they have any public matches or events that could be promoted to sports fans.,Rugby - Mens seems mostly internal.,https://www.imperialcollegeunion.org/activities/a-to-z/rugby-mens
LOW,3,Rugby - Mens (Imperial Medicals),medics.rugby@imperial.ac.uk,Sports,Sports students,Check for any fundraising or charity matches that would be open to spectators and supporters.,Rugby - Mens (Imperial Medicals) is an internal team.,https://www.imperialcollegeunion.org/activities/a-to-z/rugby-mens-imperial-medicals
LOW,3,Rugby - Womens,ladiesrugby@imperial.ac.uk,Sports,Sports students,Ask about any public matches or recruitment drives open to other students in London.,Rugby - Womens has no external events.,https://www.imperialcollegeunion.org/activities/a-to-z/rugby-womens
LOW,3,Table Tennis,tabletennis@imperial.ac.uk,Sports,Sports enthusiasts; Table tennis players,Ask if their matches are open to spectators and promote any social events to a broader audience.,"Low member count implies limited activity, but the BUCS league participation could be promoted if spectating is allowed.",https://www.imperialcollegeunion.org/activities/a-to-z/table-tennis
LOW,3,Team Bo',bonerges@imperial.ac.uk,Outdoor,Engineering students; History enthusiasts,Highlight specific heritage events and invite students interested in classic vehicles.,Team Bo' is highly specific to Imperial's engineering history and appeals mainly to alumni and engineering students.,https://www.imperialcollegeunion.org/activities/a-to-z/team-bo
LOW,3,Touch Rugby,union@imperial.ac.uk,Sports,Sports enthusiasts; Rugby players,Highlight if the event is spectator-friendly,"Touch Rugby is niche, without information on spectator value.",https://www.imperialcollegeunion.org/activities/a-to-z/touch-rugby
LOW,3,Ultimate Frisbee,ultimate@imperial.ac.uk,Sports,Sports enthusiasts; Social students,"If the club is open to spectators, this can be considered in outreach.",Ultimate Frisbee's lack of information limits reach to external universities.,https://www.imperialcollegeunion.org/activities/a-to-z/ultimate-frisbee
LOW,2,Beekeeping (Silwood),Silwoodbeekeeping@imperial.ac.uk,Outdoor,Hobbyists; Environmental students,Limited relevance for LSN's goals.,Beekeeping (Silwood) is a niche hobby group with limited cross-university appeal.,https://www.imperialcollegeunion.org/activities/a-to-z/beekeeping-silwood
LOW,2,Brewing (Silwood),silbrewing@imperial.ac.uk,Community,Hobbyists; Foodies,Limited relevance for LSN's goals.,Brewing (Silwood) is a niche hobby group with limited cross-university appeal.,https://www.imperialcollegeunion.org/activities/a-to-z/brewing-silwood
LOW,2,Cardiovascular,icsmheart@imperial.ac.uk,ICSM,Medical students,Focus on highlighting the benefits for their existing membership.,"Cardiovascular society is highly specific to medical students, limiting cross-university appeal.",https://www.imperialcollegeunion.org/activities/a-to-z/cardiovascular
LOW,2,Clinical Genetics,clinical.genetics@imperial.ac.uk,ICSM,Medical students,Focus on highlighting the benefits for their existing membership.,"Clinical Genetics society is highly specific to medical students, limiting cross-university appeal.",https://www.imperialcollegeunion.org/activities/a-to-z/clinical-genetics
LOW,2,Cosmetic Sciences,Cosmeticsciencessoc@imperial.ac.uk,Academic Related,Chem Eng students; Science students,Find events that explain the science or business of cosmetics.,Cosmetic Science is niche and attracts students interested in it.,https://www.imperialcollegeunion.org/activities/a-to-z/cosmetic-sciences
LOW,2,Cricket (ICSM),medics.cricket@imperial.ac.uk,Sports,Medical students; Sports students,Highlight their social events to the Imperial medical student body.,ICSM cricket is niche and focused on medical students.,https://www.imperialcollegeunion.org/activities/a-to-z/cricket-icsm
LOW,2,Cycle Club (ICSM),icsmcyclelub@imperial.ac.uk,Sports,Medical Students,Promote their social rides within the ICSM community.,ICSM Cycling is likely niche.,https://www.imperialcollegeunion.org/activities/a-to-z/cycle-club-icsm
LOW,2,Czech & Slovak,czech.slovak@imperial.ac.uk,Cultural,Cultural enthusiasts,Focus on internal cultural promotions.,Likely niche.,https://www.imperialcollegeunion.org/activities/a-to-z/czech-slovak
LOW,2,Formula 1,f1society@imperial.ac.uk,Hobbies,Hobbyist students,Inquire if the society could use help to grow its member count.,Formula 1 society seems like it would have a limited reach due to its very small member count.,https://www.imperialcollegeunion.org/activities/a-to-z/formula-1
LOW,2,Gardening (Silwood),SilwoodGarden@imperial.ac.uk,Outdoor,Outdoor students,Inquire if they have any outdoor events that are suitable for people beyond Silwood.,Gardening is likely limited to a very niche audience that are based at Silwood.,https://www.imperialcollegeunion.org/activities/a-to-z/gardening-silwood
LOW,2,Imperial College Black Medics,union@imperial.ac.uk,ICSM,Medical students,Check for any initiatives or workshops focused on diversity in medicine that could be promoted to a wider audience.,Imperial College Black Medics appears specific to ICSM and unlikely to host events with broad appeal.,https://www.imperialcollegeunion.org/activities/a-to-z/imperial-college-black-medics
LOW,2,Imperial Medical Women's Federation (MWF) Society,MWFSoc@imperial.ac.uk,ICSM,Medical students,Check if they host public talks on women's health or career development in medicine that could be promoted more widely.,Imperial Medical Women's Federation (MWF) Society seems specific to ICSM and unlikely to host events with broad appeal.,https://www.imperialcollegeunion.org/activities/a-to-z/imperial-medical-womens-federation-mwf-society
LOW,2,Lifestyle Medicine and Prevention,imapsoc@imperial.ac.uk,ICSM,Medical students,N/A,Lifestyle Medicine and Prevention is very specific to medical students.,https://www.imperialcollegeunion.org/activities/a-to-z/lifestyle-medicine-and-prevention
LOW,2,Medical Education,medical.education@imperial.ac.uk,ICSM,Medical students,Determine if they run any broader teaching events that might benefit medical students at other universities.,Medical Education societies are usually specific to medical students at Imperial.,https://www.imperialcollegeunion.org/activities/a-to-z/medical-education
LOW,2,Medical Humanities,union@imperial.ac.uk,ICSM,Medical students,Determine if they run any broader teaching events that might benefit humanities or medical students at other universities.,Medical Humanities societies are usually specific to medical students at Imperial.,https://www.imperialcollegeunion.org/activities/a-to-z/medical-humanities
LOW,2,Motor (RSM),clem@imperial.ac.uk,Outdoor,RSM students,Check if they have any motorsport-related events that might attract external participants.,Motor (RSM) is likely quite niche and specific to the RSM department.,https://www.imperialcollegeunion.org/activities/a-to-z/motor-rsm
LOW,2,Nutritank,nutritankclub@imperial.ac.uk,ICSM,Medical students,Check for wider events and their interest in attracting a larger audience.,Nutritank is targeted at medical students.,https://www.imperialcollegeunion.org/activities/a-to-z/nutritank
LOW,2,Obstetrics & Gynaecology,obscar@imperial.ac.uk,ICSM,Medical students,Check if they have wider reaching events.,Obstetrics & Gynaecology is a medical society.,https://www.imperialcollegeunion.org/activities/a-to-z/obstetrics-gynaecology
LOW,2,Oncology,OncologySociety@imperial.ac.uk,ICSM,Medical students,Check if they have wider reaching events.,Oncology is a medical society.,https://www.imperialcollegeunion.org/activities/a-to-z/oncology
LOW,2,Ophthalmology,union@imperial.ac.uk,ICSM,Medical students,Check if they have wider reaching events.,Ophthalmology is a medical society.,https://www.imperialcollegeunion.org/activities/a-to-z/ophthalmology
LOW,2,Outdoor,outdoor@imperial.ac.uk,Uncategorized,Outdoor enthusiasts,Request a description.,"Too vague, could be anything.",https://www.imperialcollegeunion.org/activities/a-to-z/outdoor
LOW,2,Paediatrics,union@imperial.ac.uk,ICSM,Medical students,Check if they have wider reaching events.,Paediatrics is a medical society.,https://www.imperialcollegeunion.org/activities/a-to-z/paediatrics
LOW,2,Pathology,icsmpathology@imperial.ac.uk,ICSM,Medical students,Check if they have wider reaching events.,Pathology is a medical society.,https://www.imperialcollegeunion.org/activities/a-to-z/pathology
LOW,2,Pharmacology,pharmacology.society@imperial.ac.uk,ICSM,Medical students,Check if they have wider reaching events.,Pharmacology is a medical society.,https://www.imperialcollegeunion.org/activities/a-to-z/pharmacology
LOW,2,Sports (Silwood),silsports@imperial.ac.uk,Sports,Silwood Park students; Sports enthusiasts,"If they have any spectator events or open training sessions, that would be worth promoting.",Sports (Silwood) is very specific to Silwood park campus students and may not have appeal to other colleges.,https://www.imperialcollegeunion.org/activities/a-to-z/sports-silwood
LOW,1,Chickens (Silwood),SilwoodChickens@imperial.ac.uk,Outdoor,,Attempt to gather more information about their activities before considering outreach.,"Chickens (Silwood) has no description, making it difficult to assess appeal or event focus.",https://www.imperialcollegeunion.org/activities/a-to-z/chickens-silwood
